,Variants,HD,Count input,Count selected,Fitness
78939,KGTM,4,911,9,0.00270773876323
69348,HTDF,4,172,3,0.00478052328159
48092,EMMW,4,73,0,0.0
104368,PEKI,4,26,0,0.0
33737,CFVA,4,1863,168,0.024716049516
124642,SFPR,4,931,6,0.00176638024583
124928,SGLI,4,801,7,0.00239523513568
86211,LISG,4,1143,302,0.0724174690402
127392,SPMQ,4,343,3,0.00239723033362
148820,YWKY,4,19,2,0.0288508773485
23328,VPAM,3,155,19,0.0335973120091
133087,TMRR,4,314,6,0.0052372611747299996
41289,DKPN,4,41,0,0.0
110027,PYVY,4,400,2,0.00137041667406
3632,CPGN,3,599,68,0.0311146356714
74561,IPFK,4,287,7,0.00668495938564
86224,LISY,4,1137,18,0.00433905015532
96965,MYRP,4,852,7,0.0022518583846
26695,WKGR,3,4180,62,0.00406535089911
90154,LWYM,4,268,17,0.0173858831783
132543,TLDM,4,81,0,0.0
82044,KRSP,4,2988,38,0.00348566490054
148025,YTDM,4,291,3,0.00282560138981
140550,WQSA,4,3183,2531,0.217940597049
69418,HTIC,4,266,5,0.00515194238367
35581,CMEQ,4,170,2,0.00322450982131
139820,WNQN,4,224,2,0.00244717263224
139000,WLIQ,4,1278,7,0.00150123892307
131039,TFLE,4,67,1,0.00409079604196
87201,LMNK,4,337,2,0.00162660732826
82825,KVAD,4,36,1,0.00761342596698
28501,ACYL,4,18,0,0.0
75201,IRCS,4,1785,3795,0.582714989136
25637,VWSS,3,1127,617,0.150052721897
19064,THMV,3,17,1,0.0161225491065
145692,YLLG,4,2711,26774,2.70686359507
36467,CPSM,4,579,26,0.0123077145166
59759,GIEM,4,108,0,0.0
27826,YMGM,3,475,1552,0.895531232899
119545,RLDI,4,1018,9,0.00242313360835
96363,MVYK,4,276,0,0.0
43874,DTPW,4,32,0,0.0
80458,KMET,4,606,10,0.00452282730711
56633,FTVK,4,199,3,0.00413190957002
77956,KEAA,4,1613,473,0.0803728563953
4680,DSHV,3,48,0,0.0
34383,CHRR,4,558,20,0.00982377544126
100996,NPMQ,4,75,0,0.0
145365,YKMM,4,170,63,0.101572059371
71724,IFAM,4,672,2553,1.04127195502
91440,MERP,4,618,9,0.00399150487589
78398,KFHF,4,35,0,0.0
147999,YTCD,4,11,0,0.0
11867,LMIV,3,1108,9,0.00222630867626
14573,PDMS,3,160,1,0.00171302084257
41341,DKSN,4,97,0,0.0
52856,FGTH,4,70,0,0.0
31620,ATER,4,18,0,0.0
141822,WVHF,4,1045,16,0.0041964912507
124386,SEVS,4,1559,13,0.00228549284961
132389,TKQY,4,11,0,0.0
144253,YGHH,4,208,1,0.00131770834044
127515,SPVH,4,1775,5,0.000772065731862
26246,WDIF,3,426,3,0.00193016432966
2660,AQGR,3,23,0,0.0
146032,YMKT,4,201,2,0.0027271973613
48307,ENDS,4,459,3,0.00179139434517
22159,VKQN,3,66,1,0.00415277780017
25064,VVDC,3,83,3,0.00990662655944
31448,ASQH,4,11,0,0.0
102960,NWFH,4,78,2,0.00702777781567
64878,HEDQ,4,87,0,0.0
146359,YNIS,4,451,4,0.00243089432205
99208,NIHR,4,166,1,0.00165110442657
30333,AMTA,4,76,0,0.0
46293,EGFW,4,142,0,0.0
125773,SIVQ,4,1838,13,0.00193856548017
54603,FMWH,4,37,0,0.0
72857,IIIF,4,237,2,0.00231293953427
89509,LVDP,4,2305,20,0.00237816342569
13658,NDWE,3,104,1,0.00263541668088
307,FDGT,2,230,976,1.16306667294
31618,ATEP,4,28,0,0.0
104623,PFDP,4,701,7,0.00273692345746
9289,IDMT,3,220,52,0.0647833336826
38602,CWWP,4,199,18,0.0247914574201
136708,WCVT,4,4008,799,0.0546388683917
16001,QKGQ,3,728,152,0.0572261907847
87084,LMFD,4,13,1,0.021083333447
116495,QYMC,4,61,4,0.0179726776925
8339,HDTP,3,312,1,0.000878472226959
35389,CLQH,4,361,15,0.0113885042165
121879,RSRL,4,7961,69,0.00237554956688
119968,RMHS,4,1065,21,0.00540446012304
26672,WITV,3,1404,18,0.00351388890783
104722,PFLE,4,205,1,0.00133699187713
111900,QHFW,4,134,1,0.00204539802098
26180,WDDP,3,1720,17,0.0027089631929
36931,CRDD,4,11,1,0.024916666801
71980,IFSN,4,1043,15,0.00394175457542
48791,EPNP,4,107,1,0.00256152649356
78683,KGCW,4,674,12,0.00487982198477
108736,PTDK,4,113,0,0.0
112665,QKMC,4,178,7,0.0107785581105
47056,EIMK,4,69,1,0.00397222224364
139969,WPCN,4,1015,20,0.00540065684357
11973,LQGQ,3,343,84,0.0671224493415
65859,HGYY,4,112,0,0.0
133134,TMVI,4,148,3,0.0055557432732
104017,PCIM,4,110,2,0.0049833333602
102422,NTQQ,4,69,0,0.0
121234,RQWF,4,313,4,0.0035026624257
89604,LVKR,4,793,10,0.00345628417164
147276,YRAE,4,801,19,0.00650135251112
135608,TWNM,4,16,0,0.0
142969,YANM,4,177,2,0.00309698683402
41757,DLYQ,4,86,2,0.00637403104212
51995,FEFR,4,111,0,0.0
21044,VGKI,3,30,2,0.0182722223207
21651,VIEM,3,122,1,0.00224658471157
29753,ALAA,4,195,240,0.337333335152
50258,ETVH,4,652,2,0.000840746425801
123055,RYAG,4,434,13,0.00820986947591
84955,LFDQ,4,746,11,0.00404144327469
69193,HSQS,4,578,5,0.0023709631039
74037,IMRM,4,575,5,0.00238333334618
148490,YVLW,4,1397,56,0.0109868766997
131836,TIAS,4,334,45,0.0369273954087
138953,WLFF,4,1240,84,0.018566935584
79101,KHHI,4,70,0,0.0
136426,WCCM,4,455,624,0.375885716312
15151,PRGA,3,1229,34,0.00758245189876
141040,WSCY,4,2187,111,0.0139109511495
45909,EFCS,4,48,2,0.0114201389505
72671,IHST,4,606,71,0.0321120738805
58218,GCQT,4,29,0,0.0
55776,FRIW,4,94,1,0.00291578015757
125719,SIRT,4,1739,21,0.00330980450318
85207,LFVF,4,1579,18,0.00312444586865
46485,EGTL,4,779,14,0.00492575954731
113370,QMML,4,696,8,0.00315038315875
41409,DKYI,4,36,0,0.0
89071,LSWA,4,2116,120,0.0155434783447
42658,DPSS,4,201,1,0.00136359868065
79295,KHVA,4,1172,15,0.00350789251038
38947,CYYF,4,74,1,0.0037038288488
63815,GWYY,4,38,0,0.0
122475,RVIT,4,3663,38,0.00284334335867
143524,YEEF,4,102,1,0.00268709151776
137596,WGKI,4,998,11,0.00302095860012
104681,PFHT,4,237,0,0.0
10672,KIFV,3,534,546,0.280242510874
143108,YAYC,4,164,22,0.036767276621
121600,RRWP,4,2967,34,0.00314082689032
146939,YQAN,4,249,4,0.00440294513753
141467,WTHL,4,1638,17,0.00284457673491
9609,IIGE,3,732,451,0.168868284153
134964,TTNK,4,30,0,0.0
53498,FIRE,4,84,0,0.0
138808,WKTM,4,662,6,0.0024841389862
15136,PQMV,3,69,1,0.00397222224364
143896,YFFP,4,658,41,0.0170781409229
129393,SWFA,4,1042,597,0.157032390482
7821,GSKV,3,195,0,0.0
125509,SIDG,4,471,6,0.00349150744982
2413,AGIV,3,11,0,0.0
57478,FYLY,4,83,1,0.00330220885315
136566,WCMF,4,153,21,0.0376192812486
9961,ITGS,3,2387,3194,0.366745777707
106360,PLFC,4,480,10,0.00571006947523
109634,PWSE,4,220,2,0.0024916666801
84105,LARA,4,1530,647,0.115903214133
146003,YMIG,4,231,17,0.0201706350294
2205,ACGF,3,10,45,1.23337500665
127636,SQFA,4,657,38,0.0158526129723
38570,CWTT,4,183,11,0.0164749545515
125731,SISL,4,2976,23,0.00211825157952
1381,VDVQ,2,174,0,0.0
126943,SNFE,4,284,5,0.00482541082414
134462,TSCL,4,187,7,0.0102598039769
26539,WFGM,3,1983,14261,1.97110561661
6679,FQGF,3,53,51,0.26374056746
7758,GRAV,3,813,5,0.00168562936538
140806,WRLP,4,9632,39459,1.12282540576
103386,NYMH,4,32,2,0.0171302084257
84140,LAST,4,2759,157,0.0155966232567
45621,EEFS,4,389,7,0.00493209085778
126951,SNFN,4,311,4,0.00352518758599
76707,IWKM,4,53,0,0.0
135762,TYCG,4,20,162,2.22007501197
137003,WERQ,4,2093,20,0.00261904763317
120334,RNII,4,447,4,0.00245264729137
101221,NQEF,4,42,0,0.0
130798,TERA,4,68,0,0.0
3772,CTFV,3,687,598,0.2385761779
10150,KCGW,3,82,20,0.0668495938564
131009,TFIL,4,293,2,0.00187087600554
89623,LVLR,4,4701,73,0.00425613346973
147963,YSYF,4,311,2,0.001762593793
65154,HEWY,4,74,0,0.0
20186,VCVQ,3,659,27,0.0112295144763
6746,FSCV,3,212,162,0.209441038865
73916,IMIW,4,371,3,0.00221630728958
109844,PYIS,4,325,4,0.00337333335152
66627,HKFN,4,201,4,0.00545439472261
54072,FLKA,4,241,1,0.00113727524818
74893,IQES,4,138,3,0.00595833336546
64359,HAPW,4,196,0,0.0
76716,IWLA,4,1390,6852,1.35109281304
68014,HPFT,4,602,11,0.00500816724738
100205,NMET,4,233,7,0.00823426327759
31929,AVFT,4,90,695,2.11653241882
58329,GEAE,4,233,0,0.0
87002,LLYR,4,2455,23,0.00256778684344
31757,ATRP,4,89,0,0.0
99462,NKAT,4,431,6,0.00381554526419
89945,LWKC,4,81,1,0.00338374487421
11840,LLWV,3,1615,33,0.00560046442648
6036,FDFH,3,65,1,0.0042166666894
83797,KYTE,4,44,0,0.0
60172,GKKK,4,65,0,0.0
15325,PWPV,3,93,2,0.00589426526476
60048,GKAM,4,330,4,0.00332222224013
70976,IAVC,4,221,29,0.0359656864684
28706,AFIA,4,119,2,0.00460644260187
59536,GHNC,4,20,0,0.0
138530,WKAK,4,681,12,0.00482966228742
91018,MCMG,4,174,608,0.95771648026
12684,MFGG,3,1521,1363,0.245611824686
129746,SYFM,4,174,3,0.00472557473812
2549,ALVV,3,166,4,0.00660441770629
48174,EMSL,4,821,7,0.00233688592409
55486,FQMP,4,68,0,0.0
145989,YMHL,4,378,8,0.00580070549865
88329,LQTH,4,211,3,0.00389691945229
92890,MIWW,4,71,2,0.00772065731862
23551,VPRE,3,97,1,0.00282560138981
104966,PGDP,4,258,1,0.00106233850702
52019,FEIE,4,25,0,0.0
144887,YIDE,4,164,3,0.00501371953923
54535,FMRM,4,92,2,0.00595833336546
51438,FAPC,4,87,2,0.0063007663175
32087,AVTF,4,20,0,0.0
28635,AFCL,4,50,5,0.0274083334811
99394,NIVC,4,262,9,0.00941507638664
139269,WMCW,4,328,15,0.0125342988481
29282,AIFA,4,108,310,0.786720683254
53354,FIHC,4,41,0,0.0
140974,WRWL,4,4448,107,0.00659328166025
25348,VVWS,3,274,6,0.00600182484988
6780,FSWV,3,165,107,0.177738889847
45741,EEPL,4,433,4,0.00253194766569
126428,SLSF,4,2201,15,0.00186790096418
46325,EGIQ,4,188,2,0.00291578015757
51423,FANG,4,44,0,0.0
52408,FFML,4,311,29,0.0255576099985
109724,PYAE,4,140,0,0.0
123670,SATF,4,243,1,0.00112791495807
141048,WSDI,4,1725,9,0.00143000000771
98299,NFQI,4,17,0,0.0
28737,AFLC,4,38,2,0.0144254386743
141749,WVCI,4,1980,9132,1.26410556237
23281,VNVW,3,411,5,0.00333434713882
32968,CCPN,4,131,2,0.00418447839406
19679,VAKH,3,39,0,0.0
72347,IGTT,4,552,8,0.00397222224364
145027,YIMW,4,162,4,0.00676748974842
61285,GNPT,4,545,3,0.00150871560446
64040,GYRG,4,34,0,0.0
23992,VRAC,3,368,4466,3.32623960127
16372,QWGG,3,313,77,0.0674262516947
9374,IDSQ,3,248,3,0.00331552421142
111126,QFAT,4,867,14,0.00442579779395
74481,INYY,4,242,4,0.00453030305473
44359,DWCE,4,25,0,0.0
49417,ERKN,4,75,0,0.0
1493,VFWV,2,276,8,0.00794444448728
131292,TGEM,4,17,0,0.0
145610,YLES,4,1364,9,0.00180846775169
136841,WEFY,4,880,15,0.00467187502519
126235,SLEW,4,513,4,0.00213710202582
59371,GHAT,4,194,3,0.00423840208471
71118,ICFY,4,257,11,0.0117311933188
74450,INWG,4,188,9,0.013121010709
33461,CFAT,4,1088,141,0.0355199910003
45687,EELL,4,1016,15,0.00404650592733
87068,LMEG,4,370,5,0.0037038288488
10818,KNAV,3,717,9,0.00344037658759
21936,VKAH,3,568,6,0.00289524649448
43739,DTFI,4,73,2,0.00750913246058
65450,HFTI,4,370,3,0.00222229730928
144315,YGLQ,4,1194,7,0.00160685372167
95038,MREE,4,203,4,0.00540065684357
91869,MFWY,4,213,5,0.00643388109885
68715,HRHN,4,146,4,0.00750913246058
101915,NSEQ,4,153,0,0.0
140143,WPNY,4,588,4,0.00186451248171
20806,VFRG,3,593,11,0.00508417653107
118929,RIKK,4,271,5,0.00505688809615
121412,RRKQ,4,577,5,0.0023750722254
96684,MWWA,4,455,58,0.0349380954265
63722,GWRS,4,176,1,0.00155729167506
103970,PCEW,4,36,0,0.0
110776,QEAT,4,1566,30,0.00525063859791
124043,SCVS,4,1065,40,0.0102942097582
142014,WVTH,4,2673,25,0.00256344308652
15125,PQGP,3,398,4,0.00275460638001
100614,NNKL,4,114,1,0.00240423977904
84016,LALE,4,905,22,0.00666279929928
126023,SKPL,4,805,10,0.00340476192312
110728,QCWG,4,150,26,0.0475077780339
68284,HQAR,4,329,3,0.00249924013506
70154,HWLL,4,867,44,0.0139096502096
128209,SRVE,4,1996,13,0.00178511190007
55878,FRQN,4,45,0,0.0
47975,EMEK,4,54,0,0.0
19862,VAWQ,3,44,3,0.0186875001008
50861,EWRE,4,36,0,0.0
109126,PVHA,4,262,1,0.00104611959852
85292,LGCS,4,667,124,0.0509540232632
63943,GYKL,4,44,0,0.0
113419,QMQF,4,196,2,0.00279676872256
40112,DFTQ,4,109,0,0.0
81955,KRMT,4,1305,50,0.0105012771958
14312,NYKV,3,27,0,0.0
139905,WNWE,4,525,17,0.00887507941293
65886,HHCL,4,240,21,0.023982291796
50827,EWNY,4,30,0,0.0
99560,NKIH,4,121,1,0.00226515152736
1113,VDCE,2,26,1,0.0105416667235
126924,SNEC,4,227,3,0.00362224671557
82798,KTWP,4,1257,12,0.00261654734903
6230,FDTC,3,24,1,0.0114201389505
109949,PYQP,4,58,2,0.00945114947625
100414,NMTK,4,139,1,0.0019718225526
62435,GRYP,4,372,2,0.00147356631619
41788,DMCK,4,56,1,0.00489434526448
22569,VLTS,3,2316,31,0.00366864567321
40978,DIRC,4,43,1,0.00637403104212
90413,LYRR,4,954,18,0.00517138367568
38957,CYYR,4,208,6,0.00790625004263
136247,WAPD,4,24,0,0.0
142195,WWIC,4,357,54,0.0414579834168
110950,QENH,4,237,1,0.00115646976714
74823,IPYW,4,126,1,0.00217526456199
90289,LYIW,4,233,3,0.00352896997611
103759,PAPF,4,93,2,0.00589426526476
103433,NYPW,4,31,0,0.0
34888,CKER,4,367,9,0.00672138968202
31498,ASTK,4,13,2,0.042166666894
35308,CLKW,4,156,4,0.00702777781567
85034,LFIY,4,769,1,0.000356415259832
115119,QSNG,4,379,38,0.0274806509837
133322,TNKW,4,13,0,0.0
115631,QTYW,4,238,1,0.00115161065047
71642,IETA,4,428,25,0.0160095405848
95074,MRHC,4,97,4,0.0113024055592
40184,DGAQ,4,46,0,0.0
38963,DAAC,4,34,0,0.0
111983,QHMM,4,89,4,0.0123183521263
62619,GSMT,4,444,8,0.00493843846507
53512,FIRW,4,62,0,0.0
107532,PPPS,4,232,2,0.00236278736906
98650,NGQS,4,333,3,0.00246921923253
147051,YQIS,4,335,4,0.00327263683357
95725,MTDI,4,148,0,0.0
105831,PIQQ,4,57,0,0.0
10320,KDLH,3,1010,8,0.00217095710741
85198,LFTR,4,2045,19,0.00254649553125
134010,TQRG,4,27,0,0.0
32439,CACI,4,246,27,0.0300823172354
73033,IITW,4,217,4,0.00505222736979
142887,YAIA,4,526,6,0.00312642587237
93882,MMSS,4,2053,356,0.0475273585936
137878,WHEI,4,379,3,0.00216952507766
52345,FFHY,4,50,0,0.0
30796,APRG,4,18,0,0.0
102600,NVEM,4,237,1,0.00115646976714
43512,DSNM,4,62,0,0.0
71342,ICWK,4,74,11,0.0407421173368
93877,MMSM,4,624,19,0.00834548615611
127532,SPWG,4,511,8,0.00429093283462
16137,QPDV,3,526,1,0.000521070978728
48216,EMVR,4,889,3,0.000924915640532
128700,STFN,4,542,8,0.00404551047692
67143,HLRY,4,1155,10,0.00237301588581
71222,ICNR,4,383,14,0.0100187119774
6859,FWEV,3,16,0,0.0
119930,RMES,4,2024,22,0.00297916668273
100886,NPEN,4,73,2,0.00750913246058
28453,ACRH,4,14,0,0.0
11902,LNGW,3,676,869,0.352334937797
112648,QKLE,4,465,11,0.00648369179123
79975,KKTL,4,741,10,0.0036988304293
15062,PNMV,3,202,2,0.00271369638427
844,QRGV,2,3102,5225,0.461665191614
66245,HIDK,4,112,2,0.00489434526448
128683,STEP,4,940,13,0.00379051420483
5043,EDKH,3,132,0,0.0
132298,TKKT,4,41,0,0.0
4049,DDFS,3,42,1,0.00652579368598
17259,RQGF,3,726,538,0.203108586954
138704,WKMW,4,475,8,0.00461614037577
47213,EIYE,4,37,1,0.0074076576976
30411,ANAM,4,20,48,0.657800003547
99719,NKTE,4,122,0,0.0
51445,FAPL,4,259,1,0.00105823681394
71710,IEYS,4,228,17,0.0204360381219
93247,MKYL,4,522,4,0.00210025543917
63783,GWWF,4,17,0,0.0
91677,MFKM,4,194,2,0.00282560138981
136387,WAYL,4,3460,199,0.0157637524935
93012,MKHP,4,330,0,0.0
1305,VDQA,2,19,1,0.0144254386743
46600,EHDS,4,118,0,0.0
59545,GHNN,4,25,0,0.0
80863,KNIT,4,495,6,0.00332222224013
43091,DRIC,4,59,1,0.00464548025104
47691,ELIQ,4,106,1,0.00258569183784
131781,THTS,4,40,0,0.0
111151,QFDG,4,243,4,0.00451165983228
52833,FGSA,4,381,21,0.015106955462
87018,LMAN,4,766,19,0.00679841169897
15511,QDEN,3,378,6,0.00435052912399
93920,MMVT,4,2198,94,0.0117214892958
138125,WHVR,4,2999,25,0.00228478938655
136002,TYVP,4,192,2,0.00285503473762
43858,DTPA,4,81,0,0.0
145486,YKVE,4,691,5,0.00198323686549
122907,RWPE,4,251,1,0.00109196547734
42923,DQSR,4,93,1,0.00294713263238
71739,IFCI,4,386,145,0.102958765667
147523,YRRK,4,889,19,0.00585779905671
59118,GGHY,4,112,1,0.00244717263224
97281,NAQA,4,268,4,0.00409079604196
31748,ATRE,4,23,0,0.0
31061,ARIS,4,52,1,0.00527083336175
96050,MVCG,4,376,2843,2.07239074699
8403,HEEV,3,147,1,0.00186451248171
94493,MPNN,4,88,1,0.00311458335013
61143,GNEY,4,193,1,0.00142012090576
7498,GIEV,3,214,5,0.0064038162339
37725,CTKN,4,115,2,0.00476666669237
129394,SWFC,4,280,31,0.0303449406398
115201,QSSP,4,4209,31,0.00201867032054
86926,LLSQ,4,3914,36,0.00252095044793
42752,DQCE,4,16,1,0.0171302084257
55874,FRQI,4,32,1,0.00856510421285
133321,TNKT,4,56,0,0.0
67759,HNMQ,4,128,2,0.00428255210642
114376,QQKR,4,180,2,0.00304537038679
10311,KDKT,3,646,8,0.00339422086453
4580,DPSV,3,95,2,0.00577017546971
138127,WHVT,4,3456,1043,0.0827167008704
111180,QFET,4,439,3,0.00187300684381
59315,GGVR,4,1959,7,0.000979368730821
131687,THMA,4,28,31,0.303449406398
87170,LMLR,4,3213,39,0.00332687521246
106892,PMSG,4,587,6,0.00280153323487
127275,SPEI,4,308,3,0.00266964287154
16643,RDIY,3,698,9,0.00353402580702
83396,KWPT,4,182,3,0.00451785716722
117915,RFMS,4,1277,16,0.00343409033436
39681,DEKS,4,19,0,0.0
56004,FSAN,4,263,6,0.00625285174474
26995,WTGM,3,3129,4759,0.416862444988
52209,FEWK,4,19,0,0.0
57221,FWRI,4,25,0,0.0
38095,CVLQ,4,2465,57,0.00633782964878
102801,NVSN,4,666,6,0.00246921923253
81247,KPLY,4,553,7,0.00346940930141
54880,FNRQ,4,149,1,0.00183948546853
70538,HYNR,4,311,1,0.000881296896499
119860,RMAA,4,3202,571,0.048876197432
121106,RQNG,4,160,3,0.00513906252771
28220,AAEI,4,10,0,0.0
95045,MREM,4,137,0,0.0
49931,ESWE,4,102,1,0.00268709151776
94028,MNET,4,429,8,0.00511111113867
51353,FAIG,4,91,4,0.0120476191126
84521,LCVW,4,623,32,0.0140781167158
142598,WYMF,4,127,12,0.0258976379349
66550,HKAH,4,308,4,0.00355952382872
110338,QASS,4,4654,91,0.00535917135106
73483,ILDN,4,551,6,0.00298457351881
79517,KIMH,4,353,3,0.00232932012587
26448,WDVY,3,2004,8,0.00109414504915
31771,ATSK,4,26,0,0.0
64054,GYSA,4,178,4,0.00615917606317
113024,QLMR,4,1053,10,0.00260288067247
76662,IWHA,4,234,3,0.00351388890783
58948,GFTM,4,137,0,0.0
112296,QIKR,4,410,4,0.00267398375425
138895,WLCE,4,1704,54,0.00868573948345
57800,GALG,4,937,153,0.0447542691847
78526,KFQH,4,31,1,0.00884139789713
104546,PEWI,4,34,0,0.0
39804,DEVI,4,44,0,0.0
130705,TEIF,4,14,0,0.0
73400,IKWE,4,223,2,0.00245814650055
127635,SQEY,4,148,1,0.0018519144244
109109,PVFC,4,303,10,0.00904565461423
117290,RCSD,4,13,1,0.021083333447
46060,EFNL,4,89,2,0.00615917606317
22702,VMFA,3,1151,1340,0.319089199519
113205,QMAI,4,519,3,0.00158429673301
99793,NLAE,4,345,2,0.00158888889746
12212,LYNV,3,469,8,0.00467519547652
55400,FQFL,4,237,2,0.00231293953427
35225,CLEK,4,414,12,0.00794444448728
145831,YLTR,4,1591,10,0.00172271109246
53781,FKMW,4,46,1,0.00595833336546
24538,VSNY,3,446,5,0.00307268312569
99517,NKEW,4,49,0,0.0
930,SDGW,2,308,289,0.257175596625
42767,DQDG,4,13,0,0.0
148377,YVDR,4,1683,11,0.00179139434517
138787,WKSK,4,1122,14,0.00341993465896
80734,KMYR,4,810,7,0.00236862141195
141752,WVCM,4,2040,10066,1.35241316089
111525,QGES,4,2969,32,0.00295408107577
109545,PWMC,4,59,1,0.00464548025104
143357,YCQW,4,36,2,0.015226851934
105240,PGWS,4,218,3,0.00377178901116
4381,DIGR,3,290,2,0.00189022989525
27885,YNYV,3,210,32,0.0417650795903
122161,RTMH,4,1351,7,0.00142012090576
141473,WTHS,4,1498,21,0.00384228974034
101594,NRFY,4,250,2,0.00219266667849
3898,CYGQ,3,416,1153,0.759658858263
53301,FIDE,4,70,0,0.0
70046,HWDM,4,85,0,0.0
40161,DFYK,4,43,1,0.00637403104212
111441,QFYI,4,108,1,0.00253780865566
46190,EFYE,4,14,1,0.0195773810579
84860,LEVM,4,508,6,0.00323720474186
71273,ICRN,4,166,10,0.0165110442657
56399,FTEK,4,31,0,0.0
11065,KVGT,3,6399,2696,0.115475647859
7128,GDIY,3,101,1,0.00271369638427
96280,MVRT,4,884,49,0.0151924020427
119911,RMDR,4,2280,20,0.00240423977904
45896,EFCC,4,15,28,0.511622224981
119255,RKHW,4,290,4,0.0037804597905
125304,SHMY,4,171,0,0.0
93643,MMCR,4,613,25,0.0111779500331
40093,DFSP,4,593,2,0.000924395732921
8032,HCGI,3,361,284,0.2156223465
78713,KGEL,4,2474,34,0.00376670710735
45347,ECHE,4,10,0,0.0
47585,ELAS,4,527,11,0.00572090452167
920,SDGI,2,412,39,0.0259447816933
12305,MDAN,3,198,9,0.0124583334005
66112,HHSA,4,535,549,0.281255608993
53576,FIWL,4,182,3,0.00451785716722
71073,ICDL,4,490,36,0.0201367348024
75899,ITCH,4,517,5,0.00265070923415
130656,TEDM,4,11,1,0.024916666801
4593,DQGG,3,36,0,0.0
95538,MSPG,4,556,12,0.00591546765779
53093,FHMM,4,24,6,0.0685208337028
72396,IGYN,4,171,2,0.00320565303873
104755,PFMY,4,261,3,0.00315038315875
32683,CASS,4,1894,118,0.0170759416619
15726,QDTH,3,543,4,0.00201903009069
59014,GGAF,4,379,0,0.0
86215,LISL,4,3485,701,0.0551312532863
110810,QEDP,4,821,7,0.00233688592409
96299,MVSW,4,671,3,0.00122540984267
145759,YLPT,4,1949,26,0.00365631949979
4174,DDTG,3,21,0,0.0
138406,WIQT,4,868,135,0.0426281684326
145889,YLYW,4,338,1,0.00081089744027
6021,FDEL,3,126,2,0.00435052912399
2873,CAGH,3,571,87,0.0417605081061
146252,YNAT,4,743,3768,1.38996770601
108455,PSHY,4,126,1,0.00217526456199
93411,MLLG,4,2119,14891,1.92608538871
110962,QENY,4,223,2,0.00245814650055
74879,IQEA,4,133,2,0.00412155390693
8943,HVGP,3,2327,66,0.00777374305867
122897,RWNN,4,265,0,0.0
30720,APHR,4,13,0,0.0
92246,MHAS,4,522,1792,0.940914436746
29130,AHDP,4,25,0,0.0
70334,HWYK,4,76,0,0.0
118435,RGYL,4,3518,29,0.00225935665421
139194,WLVW,4,3196,24,0.00205819775828
108215,PRPQ,4,144,2,0.00380671298349
91546,MFAK,4,641,10,0.0042758710579
3578,CNAV,3,526,124,0.0646128013623
63319,GVNH,4,218,0,0.0
34495,CIAY,4,482,29,0.0164904910986
77403,KAKR,4,971,16,0.00451630623788
66447,HIRP,4,1093,14,0.0035106740049
111136,QFCK,4,82,6,0.0200548781569
111274,QFMC,4,107,4,0.0102461059742
28544,AELR,4,16,1,0.0171302084257
22430,VLLH,3,2134,2448,0.314412372829
80254,KLPS,4,1129,8,0.00194213169042
143134,YCAM,4,177,226,0.349959512245
131953,TIKI,4,25,0,0.0
119392,RKRG,4,2230,31,0.00381012707585
131125,TFRF,4,64,1,0.00428255210642
23523,VPPI,3,51,0,0.0
113241,QMDI,4,306,6,0.00537418303551
148160,YTMY,4,271,2,0.00202275523846
10664,KHTV,3,325,2,0.00168666667576
52215,FEWR,4,45,1,0.00609074077358
147994,YTAT,4,1608,3866,0.658959062425
81675,KQRP,4,1044,6,0.00157519157937
116806,RAIW,4,665,4,0.00164862156277
40267,DGHR,4,30,0,0.0
119203,RKED,4,16,0,0.0
81130,KPDM,4,254,0,0.0
7134,GDKH,3,123,2,0.00445663959042
21145,VGQY,3,24,0,0.0
141818,WVHA,4,3203,1410,0.120654855474
82516,KTDF,4,370,7,0.00518536038832
57497,FYNA,4,110,2,0.0049833333602
121725,RSHG,4,847,11,0.00355952382872
129811,SYLE,4,211,2,0.00259794630153
45690,EELP,4,930,15,0.00442069894857
145172,YIWT,4,468,442,0.258856482877
112930,QLFN,4,518,7,0.0037038288488
91619,MFFI,4,727,41,0.0154572444667
75501,IRYA,4,1010,865,0.234734737239
15344,PYGI,3,232,34,0.040167385274
145265,YKFA,4,429,1578,1.0081666721
89284,LTML,4,1387,35,0.00691630621369
39230,DAVE,4,43,0,0.0
136124,WAFP,4,3889,5533,0.38994679648
66422,HIQG,4,74,0,0.0
142176,WWHA,4,877,62,0.0193764729285
106052,PKHY,4,61,0,0.0
98193,NFIL,4,461,8,0.00475632685139
87883,LPMQ,4,277,1,0.000989470522784
39667,DEIK,4,14,0,0.0
47710,ELKR,4,98,1,0.00279676872256
91480,METS,4,682,11,0.00442069894857
45060,EALC,4,489,239,0.133958930511
60556,GLMN,4,254,2,0.00215813649458
128501,SSQY,4,310,1,0.000884139789713
44539,DWSC,4,27,1,0.0101512346226
91622,MFFM,4,744,25,0.00920978947618
64132,GYYI,4,27,0,0.0
89844,LWCM,4,346,2058,1.63024133827
75791,ISSL,4,6143,549,0.0244948316476
140066,WPIS,4,2306,16,0.00190170570554
100101,NLWC,4,173,3,0.00475289019904
76281,IVEE,4,190,1,0.00144254386743
111024,QESH,4,1151,11,0.00261938895128
88633,LRQQ,4,174,1,0.00157519157937
41505,DLFQ,4,183,5,0.00748861570522
124555,SFKA,4,563,5,0.00243413263598
16583,RDER,3,2519,16,0.00174090248391
